set horizon := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 ;

set datasets := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 ;

set weatherBins := 0 1 2 3 4 5 6 7 8 ;

param energyDemand := 
7 18 2 0.000000 
7 18 3 0.000000 
7 18 4 0.000000 
7 18 5 0.000000 
7 18 6 1.000000 
7 18 7 0.000000 
7 18 8 0.000000 
7 19 0 0.000000 
7 19 1 0.000000 
7 19 2 0.000000 
7 19 3 0.000000 
7 19 4 0.000000 
7 19 5 1.000000 
7 19 6 0.000000 
7 19 7 0.000000 
7 19 8 0.000000 
7 20 0 0.000000 
7 20 1 0.000000 
7 20 2 0.000000 
7 20 3 0.000000 
7 20 4 1.000000 
7 20 5 0.000000 
7 20 6 0.000000 
7 20 7 0.000000 
7 20 8 0.000000 
7 21 0 0.000000 
7 21 1 0.000000 
7 21 2 0.000000 
7 21 3 0.000000 
7 21 4 1.000000 
7 21 5 0.000000 
7 21 6 0.000000 
7 21 7 0.000000 
7 21 8 0.000000 
7 22 0 0.000000 
7 22 1 0.000000 
7 22 2 0.000000 
7 22 3 1.000000 
7 22 4 0.000000 
7 22 5 0.000000 
7 22 6 0.000000 
7 22 7 0.000000 
7 22 8 0.000000 
7 23 0 0.000000 
7 23 1 0.000000 
7 23 2 0.000000 
7 23 3 1.000000 
7 23 4 0.000000 
7 23 5 0.000000 
7 23 6 0.000000 
7 23 7 0.000000 
7 23 8 0.000000 
8 0 0 0.000000 
8 0 1 0.000000 
8 0 2 1.000000 
8 0 3 0.000000 
8 0 4 0.000000 
8 0 5 0.000000 
8 0 6 0.000000 
8 0 7 0.000000 
8 0 8 0.000000 
8 1 0 0.000000 
8 1 1 0.000000 
8 1 2 1.000000 
8 1 3 0.000000 
8 1 4 0.000000 
8 1 5 0.000000 
8 1 6 0.000000 
8 1 7 0.000000 
8 1 8 0.000000 
8 2 0 0.000000 
8 2 1 0.000000 
8 2 2 1.000000 
8 2 3 0.000000 
8 2 4 0.000000 
8 2 5 0.000000 
8 2 6 0.000000 
8 2 7 0.000000 
8 2 8 0.000000 
8 3 0 0.000000 
8 3 1 0.000000 
8 3 2 1.000000 
8 3 3 0.000000 
8 3 4 0.000000 
8 3 5 0.000000 
8 3 6 0.000000 
8 3 7 0.000000 
8 3 8 0.000000 
8 4 0 0.000000 
8 4 1 1.000000 
8 4 2 0.000000 
8 4 3 0.000000 
8 4 4 0.000000 
8 4 5 0.000000 
8 4 6 0.000000 
8 4 7 0.000000 
8 4 8 0.000000 
8 5 0 0.000000 
8 5 1 1.000000 
8 5 2 0.000000 
8 5 3 0.000000 
8 5 4 0.000000 
8 5 5 0.000000 
8 5 6 0.000000 
8 5 7 0.000000 
8 5 8 0.000000 
8 6 0 0.000000 
8 6 1 1.000000 
8 6 2 0.000000 
8 6 3 0.000000 
8 6 4 0.000000 
8 6 5 0.000000 
8 6 6 0.000000 
8 6 7 0.000000 
8 6 8 0.000000 
8 7 0 0.000000 
8 7 1 1.000000 
8 7 2 0.000000 
8 7 3 0.000000 
8 7 4 0.000000 
8 7 5 0.000000 
8 7 6 0.000000 
8 7 7 0.000000 
8 7 8 0.000000 
8 8 0 1.000000 
8 8 1 0.000000 
8 8 2 0.000000 
8 8 3 0.000000 
8 8 4 0.000000 
8 8 5 0.000000 
8 8 6 0.000000 
8 8 7 0.000000 
8 8 8 0.000000 
8 9 0 1.000000 
8 9 1 0.000000 
8 9 2 0.000000 
8 9 3 0.000000 
8 9 4 0.000000 
8 9 5 0.000000 
8 9 6 0.000000 
8 9 7 0.000000 
8 9 8 0.000000 
8 10 0 0.000000 
8 10 1 1.000000 
8 10 2 0.000000 
8 10 3 0.000000 
8 10 4 0.000000 
8 10 5 0.000000 
8 10 6 0.000000 
8 10 7 0.000000 
8 10 8 0.000000 
8 11 0 0.000000 
8 11 1 0.000000 
8 11 2 1.000000 
8 11 3 0.000000 
8 11 4 0.000000 
8 11 5 0.000000 
8 11 6 0.000000 
8 11 7 0.000000 
8 11 8 0.000000 
8 12 0 0.000000 
8 12 1 0.000000 
8 12 2 0.000000 
8 12 3 1.000000 
8 12 4 0.000000 
8 12 5 0.000000 
8 12 6 0.000000 
8 12 7 0.000000 
8 12 8 0.000000 
8 13 0 0.000000 
8 13 1 0.000000 
8 13 2 0.000000 
8 13 3 0.000000 
8 13 4 1.000000 
8 13 5 0.000000 
8 13 6 0.000000 
8 13 7 0.000000 
8 13 8 0.000000 
8 14 0 0.000000 
8 14 1 0.000000 
8 14 2 0.000000 
8 14 3 0.000000 
8 14 4 1.000000 
8 14 5 0.000000 
8 14 6 0.000000 
8 14 7 0.000000 
8 14 8 0.000000 
8 15 0 0.000000 
8 15 1 0.000000 
8 15 2 0.000000 
8 15 3 0.000000 
8 15 4 0.000000 
8 15 5 1.000000 
8 15 6 0.000000 
8 15 7 0.000000 
8 15 8 0.000000 
8 16 0 0.000000 
8 16 1 0.000000 
8 16 2 0.000000 
8 16 3 0.000000 
8 16 4 0.000000 
8 16 5 1.000000 
8 16 6 0.000000 
8 16 7 0.000000 
8 16 8 0.000000 
8 17 0 0.000000 
8 17 1 0.000000 
8 17 2 0.000000 
8 17 3 0.000000 
8 17 4 0.000000 
8 17 5 1.000000 
8 17 6 0.000000 
8 17 7 0.000000 
8 17 8 0.000000 
8 18 0 0.000000 
8 18 1 0.000000 
8 18 2 0.000000 
8 18 3 0.000000 
8 18 4 0.000000 
8 18 5 1.000000 
8 18 6 0.000000 
8 18 7 0.000000 
8 18 8 0.000000 
8 19 0 0.000000 
8 19 1 0.000000 
8 19 2 0.000000 
8 19 3 0.000000 
8 19 4 1.000000 
8 19 5 0.000000 
8 19 6 0.000000 
8 19 7 0.000000 
8 19 8 0.000000 
8 20 0 0.000000 
8 20 1 0.000000 
8 20 2 0.000000 
8 20 3 1.000000 
8 20 4 0.000000 
8 20 5 0.000000 
8 20 6 0.000000 
8 20 7 0.000000 
8 20 8 0.000000 
8 21 0 0.000000 
8 21 1 0.000000 
8 21 2 1.000000 
8 21 3 0.000000 
8 21 4 0.000000 
8 21 5 0.000000 
8 21 6 0.000000 
8 21 7 0.000000 
8 21 8 0.000000 
8 22 0 0.000000 
8 22 1 0.000000 
8 22 2 0.000000 
8 22 3 1.000000 
8 22 4 0.000000 
8 22 5 0.000000 
8 22 6 0.000000 
8 22 7 0.000000 
8 22 8 0.000000 
8 23 0 0.000000 
8 23 1 0.000000 
8 23 2 1.000000 
8 23 3 0.000000 
8 23 4 0.000000 
8 23 5 0.000000 
8 23 6 0.000000 
8 23 7 0.000000 
8 23 8 0.000000 
9 0 0 0.000000 
9 0 1 0.000000 
9 0 2 1.000000 
9 0 3 0.000000 
9 0 4 0.000000 
9 0 5 0.000000 
9 0 6 0.000000 
9 0 7 0.000000 
9 0 8 0.000000 
9 1 0 0.000000 
9 1 1 0.000000 
9 1 2 1.000000 
9 1 3 0.000000 
9 1 4 0.000000 
9 1 5 0.000000 
9 1 6 0.000000 
9 1 7 0.000000 
9 1 8 0.000000 
9 2 0 0.000000 
9 2 1 0.000000 
9 2 2 1.000000 
9 2 3 0.000000 
9 2 4 0.000000 
9 2 5 0.000000 
9 2 6 0.000000 
9 2 7 0.000000 
9 2 8 0.000000 
9 3 0 0.000000 
9 3 1 0.000000 
9 3 2 1.000000 
9 3 3 0.000000 
9 3 4 0.000000 
9 3 5 0.000000 
9 3 6 0.000000 
9 3 7 0.000000 
9 3 8 0.000000 
9 4 0 0.000000 
9 4 1 0.000000 
9 4 2 1.000000 
9 4 3 0.000000 
9 4 4 0.000000 
9 4 5 0.000000 
9 4 6 0.000000 
9 4 7 0.000000 
9 4 8 0.000000 
9 5 0 0.000000 
9 5 1 0.000000 
9 5 2 1.000000 
9 5 3 0.000000 
9 5 4 0.000000 
9 5 5 0.000000 
9 5 6 0.000000 
9 5 7 0.000000 
9 5 8 0.000000 
9 6 0 0.000000 
9 6 1 1.000000 
9 6 2 0.000000 
9 6 3 0.000000 
9 6 4 0.000000 
9 6 5 0.000000 
9 6 6 0.000000 
9 6 7 0.000000 
9 6 8 0.000000 
9 7 0 0.000000 
9 7 1 1.000000 
9 7 2 0.000000 
9 7 3 0.000000 
9 7 4 0.000000 
9 7 5 0.000000 
9 7 6 0.000000 
9 7 7 0.000000 
9 7 8 0.000000 
9 8 0 0.000000 
9 8 1 1.000000 
9 8 2 0.000000 
9 8 3 0.000000 
9 8 4 0.000000 
9 8 5 0.000000 
9 8 6 0.000000 
9 8 7 0.000000 
9 8 8 0.000000 
9 9 0 0.000000 
9 9 1 1.000000 
9 9 2 0.000000 
9 9 3 0.000000 
9 9 4 0.000000 
9 9 5 0.000000 
9 9 6 0.000000 
9 9 7 0.000000 
9 9 8 0.000000 
9 10 0 0.000000 
9 10 1 0.000000 
9 10 2 1.000000 
9 10 3 0.000000 
9 10 4 0.000000 
9 10 5 0.000000 
9 10 6 0.000000 
9 10 7 0.000000 
9 10 8 0.000000 
9 11 0 0.000000 
9 11 1 0.000000 
9 11 2 0.000000 
9 11 3 0.000000 
9 11 4 1.000000 
9 11 5 0.000000 
9 11 6 0.000000 
9 11 7 0.000000 
9 11 8 0.000000 
9 12 0 0.000000 
9 12 1 0.000000 
9 12 2 0.000000 
9 12 3 0.000000 
9 12 4 0.000000 
9 12 5 1.000000 
9 12 6 0.000000 
9 12 7 0.000000 
9 12 8 0.000000 
9 13 0 0.000000 
9 13 1 0.000000 
9 13 2 0.000000 
9 13 3 0.000000 
9 13 4 0.000000 
9 13 5 0.000000 
9 13 6 1.000000 
9 13 7 0.000000 
9 13 8 0.000000 
9 14 0 0.000000 
9 14 1 0.000000 
9 14 2 0.000000 
9 14 3 0.000000 
9 14 4 0.000000 
9 14 5 0.000000 
9 14 6 0.000000 
9 14 7 1.000000 
9 14 8 0.000000 
9 15 0 0.000000 
9 15 1 0.000000 
9 15 2 0.000000 
9 15 3 0.000000 
9 15 4 0.000000 
9 15 5 0.000000 
9 15 6 0.000000 
9 15 7 1.000000 
9 15 8 0.000000 
9 16 0 0.000000 
9 16 1 0.000000 
9 16 2 0.000000 
9 16 3 0.000000 
9 16 4 0.000000 
9 16 5 0.000000 
9 16 6 0.000000 
9 16 7 1.000000 
9 16 8 0.000000 
9 17 0 0.000000 
9 17 1 0.000000 
9 17 2 0.000000 
9 17 3 0.000000 
9 17 4 0.000000 
9 17 5 0.000000 
9 17 6 0.000000 
9 17 7 1.000000 
9 17 8 0.000000 
9 18 0 0.000000 
9 18 1 0.000000 
9 18 2 0.000000 
9 18 3 0.000000 
9 18 4 0.000000 
9 18 5 0.000000 
9 18 6 0.000000 
9 18 7 1.000000 
9 18 8 0.000000 
9 19 0 0.000000 
9 19 1 0.000000 
9 19 2 0.000000 
9 19 3 0.000000 
9 19 4 0.000000 
9 19 5 0.000000 
9 19 6 1.000000 
9 19 7 0.000000 
9 19 8 0.000000 
9 20 0 0.000000 
9 20 1 0.000000 
9 20 2 0.000000 
9 20 3 0.000000 
9 20 4 0.000000 
9 20 5 1.000000 
9 20 6 0.000000 
9 20 7 0.000000 
9 20 8 0.000000 
9 21 0 0.000000 
9 21 1 0.000000 
9 21 2 0.000000 
9 21 3 0.000000 
9 21 4 1.000000 
9 21 5 0.000000 
9 21 6 0.000000 
9 21 7 0.000000 
9 21 8 0.000000 
9 22 0 0.000000 
9 22 1 0.000000 
9 22 2 0.000000 
9 22 3 0.000000 
9 22 4 1.000000 
9 22 5 0.000000 
9 22 6 0.000000 
9 22 7 0.000000 
9 22 8 0.000000 
9 23 0 0.000000 
9 23 1 0.000000 
9 23 2 0.000000 
9 23 3 0.000000 
9 23 4 1.000000 
9 23 5 0.000000 
9 23 6 0.000000 
9 23 7 0.000000 
9 23 8 0.000000 
10 0 0 0.000000 
10 0 1 0.000000 
10 0 2 0.000000 
10 0 3 0.000000 
10 0 4 1.000000 
10 0 5 0.000000 
10 0 6 0.000000 
10 0 7 0.000000 
10 0 8 0.000000 
10 1 0 0.000000 
10 1 1 0.000000 
10 1 2 0.000000 
10 1 3 0.000000 
10 1 4 1.000000 
10 1 5 0.000000 
10 1 6 0.000000 
10 1 7 0.000000 
10 1 8 0.000000 
10 2 0 0.000000 
10 2 1 0.000000 
10 2 2 0.000000 
10 2 3 0.000000 
10 2 4 1.000000 
10 2 5 0.000000 
10 2 6 0.000000 
10 2 7 0.000000 
10 2 8 0.000000 
10 3 0 0.000000 
10 3 1 0.000000 
10 3 2 0.000000 
10 3 3 0.000000 
10 3 4 1.000000 
10 3 5 0.000000 
10 3 6 0.000000 
10 3 7 0.000000 
10 3 8 0.000000 
10 4 0 0.000000 
10 4 1 0.000000 
10 4 2 0.000000 
10 4 3 0.000000 
10 4 4 1.000000 
10 4 5 0.000000 
10 4 6 0.000000 
10 4 7 0.000000 
10 4 8 0.000000 
10 5 0 0.000000 
10 5 1 0.000000 
10 5 2 0.000000 
10 5 3 1.000000 
10 5 4 0.000000 
10 5 5 0.000000 
10 5 6 0.000000 
10 5 7 0.000000 
10 5 8 0.000000 
10 6 0 0.000000 
10 6 1 0.000000 
10 6 2 0.000000 
10 6 3 1.000000 
10 6 4 0.000000 
10 6 5 0.000000 
10 6 6 0.000000 
10 6 7 0.000000 
10 6 8 0.000000 
10 7 0 0.000000 
10 7 1 0.000000 
10 7 2 0.000000 
10 7 3 1.000000 
10 7 4 0.000000 
10 7 5 0.000000 
10 7 6 0.000000 
10 7 7 0.000000 
10 7 8 0.000000 
10 8 0 0.000000 
10 8 1 0.000000 
10 8 2 0.000000 
10 8 3 1.000000 
10 8 4 0.000000 
10 8 5 0.000000 
10 8 6 0.000000 
10 8 7 0.000000 
10 8 8 0.000000 
10 9 0 0.000000 
10 9 1 0.000000 
10 9 2 0.000000 
10 9 3 1.000000 
10 9 4 0.000000 
10 9 5 0.000000 
10 9 6 0.000000 
10 9 7 0.000000 
10 9 8 0.000000 
10 10 0 0.000000 
10 10 1 0.000000 
10 10 2 0.000000 
10 10 3 0.000000 
10 10 4 1.000000 
10 10 5 0.000000 
10 10 6 0.000000 
10 10 7 0.000000 
10 10 8 0.000000 
10 11 0 0.000000 
10 11 1 0.000000 
10 11 2 0.000000 
10 11 3 0.000000 
10 11 4 0.000000 
10 11 5 1.000000 
10 11 6 0.000000 
10 11 7 0.000000 
10 11 8 0.000000 
10 12 0 0.000000 
10 12 1 0.000000 
10 12 2 0.000000 
10 12 3 0.000000 
10 12 4 0.000000 
10 12 5 0.000000 
10 12 6 1.000000 
10 12 7 0.000000 
10 12 8 0.000000 
10 13 0 0.000000 
10 13 1 0.000000 
10 13 2 0.000000 
10 13 3 0.000000 
10 13 4 0.000000 
10 13 5 0.000000 
10 13 6 0.000000 
10 13 7 1.000000 
10 13 8 0.000000 
10 14 0 0.000000 
10 14 1 0.000000 
10 14 2 0.000000 
10 14 3 0.000000 
10 14 4 0.000000 
10 14 5 0.000000 
10 14 6 0.000000 
10 14 7 1.000000 
10 14 8 0.000000 
10 15 0 0.000000 
10 15 1 0.000000 
10 15 2 0.000000 
10 15 3 0.000000 
10 15 4 0.000000 
10 15 5 0.000000 
10 15 6 0.000000 
10 15 7 0.000000 
10 15 8 1.000000 
10 16 0 0.000000 
10 16 1 0.000000 
10 16 2 0.000000 
10 16 3 0.000000 
10 16 4 0.000000 
10 16 5 0.000000 
10 16 6 0.000000 
10 16 7 0.000000 
10 16 8 1.000000 
10 17 0 0.000000 
10 17 1 0.000000 
10 17 2 0.000000 
10 17 3 0.000000 
10 17 4 0.000000 
10 17 5 0.000000 
10 17 6 0.000000 
10 17 7 0.000000 
10 17 8 1.000000 
10 18 0 0.000000 
10 18 1 0.000000 
10 18 2 0.000000 
10 18 3 0.000000 
10 18 4 0.000000 
10 18 5 0.000000 
10 18 6 0.000000 
10 18 7 0.000000 
10 18 8 1.000000 
10 19 0 0.000000 
10 19 1 0.000000 
10 19 2 0.000000 
10 19 3 0.000000 
10 19 4 0.000000 
10 19 5 0.000000 
10 19 6 0.000000 
10 19 7 1.000000 
10 19 8 0.000000 
10 20 0 0.000000 
10 20 1 0.000000 
10 20 2 0.000000 
10 20 3 0.000000 
10 20 4 0.000000 
10 20 5 0.000000 
10 20 6 1.000000 
10 20 7 0.000000 
10 20 8 0.000000 
10 21 0 0.000000 
10 21 1 0.000000 
10 21 2 0.000000 
10 21 3 0.000000 
10 21 4 0.000000 
10 21 5 0.000000 
10 21 6 1.000000 
10 21 7 0.000000 
10 21 8 0.000000 
10 22 0 0.000000 
10 22 1 0.000000 
10 22 2 0.000000 
10 22 3 0.000000 
10 22 4 0.000000 
10 22 5 0.000000 
10 22 6 1.000000 
10 22 7 0.000000 
10 22 8 0.000000 
10 23 0 0.000000 
10 23 1 0.000000 
10 23 2 0.000000 
10 23 3 0.000000 
10 23 4 0.000000 
10 23 5 0.000000 
10 23 6 1.000000 
10 23 7 0.000000 
10 23 8 0.000000 
11 0 0 0.000000 
11 0 1 0.000000 
11 0 2 0.000000 
11 0 3 0.000000 
11 0 4 0.000000 
11 0 5 1.000000 
11 0 6 0.000000 
11 0 7 0.000000 
11 0 8 0.000000 
11 1 0 0.000000 
11 1 1 0.000000 
11 1 2 0.000000 
11 1 3 0.000000 
11 1 4 0.000000 
11 1 5 1.000000 
11 1 6 0.000000 
11 1 7 0.000000 
11 1 8 0.000000 
11 2 0 0.000000 
11 2 1 0.000000 
11 2 2 0.000000 
11 2 3 0.000000 
11 2 4 0.000000 
11 2 5 1.000000 
11 2 6 0.000000 
11 2 7 0.000000 
11 2 8 0.000000 
11 3 0 0.000000 
11 3 1 0.000000 
11 3 2 0.000000 
11 3 3 0.000000 
11 3 4 0.000000 
11 3 5 1.000000 
11 3 6 0.000000 
11 3 7 0.000000 
11 3 8 0.000000 
11 4 0 0.000000 
11 4 1 0.000000 
11 4 2 0.000000 
11 4 3 0.000000 
11 4 4 1.000000 
11 4 5 0.000000 
11 4 6 0.000000 
11 4 7 0.000000 
11 4 8 0.000000 
11 5 0 0.000000 
11 5 1 0.000000 
11 5 2 0.000000 
11 5 3 0.000000 
11 5 4 1.000000 
11 5 5 0.000000 
11 5 6 0.000000 
11 5 7 0.000000 
11 5 8 0.000000 
11 6 0 0.000000 
11 6 1 0.000000 
11 6 2 0.000000 
11 6 3 0.000000 
11 6 4 1.000000 
11 6 5 0.000000 
11 6 6 0.000000 
11 6 7 0.000000 
11 6 8 0.000000 
11 7 0 0.000000 
11 7 1 0.000000 
11 7 2 0.000000 
11 7 3 0.000000 
11 7 4 1.000000 
11 7 5 0.000000 
11 7 6 0.000000 
11 7 7 0.000000 
11 7 8 0.000000 
11 8 0 0.000000 
11 8 1 0.000000 
11 8 2 0.000000 
11 8 3 0.000000 
11 8 4 1.000000 
11 8 5 0.000000 
11 8 6 0.000000 
11 8 7 0.000000 
11 8 8 0.000000 
11 9 0 0.000000 
11 9 1 0.000000 
11 9 2 0.000000 
11 9 3 0.000000 
11 9 4 0.000000 
11 9 5 1.000000 
11 9 6 0.000000 
11 9 7 0.000000 
11 9 8 0.000000 
11 10 0 0.000000 
11 10 1 0.000000 
11 10 2 0.000000 
11 10 3 0.000000 
11 10 4 0.000000 
11 10 5 1.000000 
11 10 6 0.000000 
11 10 7 0.000000 
11 10 8 0.000000 
11 11 0 0.000000 
11 11 1 0.000000 
11 11 2 0.000000 
11 11 3 0.000000 
11 11 4 0.000000 
11 11 5 1.000000 
11 11 6 0.000000 
11 11 7 0.000000 
11 11 8 0.000000 
11 12 0 0.000000 
11 12 1 0.000000 
11 12 2 0.000000 
11 12 3 0.000000 
11 12 4 0.000000 
11 12 5 0.000000 
11 12 6 1.000000 
11 12 7 0.000000 
11 12 8 0.000000 
11 13 0 0.000000 
11 13 1 0.000000 
11 13 2 0.000000 
11 13 3 0.000000 
11 13 4 0.000000 
11 13 5 0.000000 
11 13 6 0.000000 
11 13 7 1.000000 
11 13 8 0.000000 
11 14 0 0.000000 
11 14 1 0.000000 
11 14 2 0.000000 
11 14 3 0.000000 
11 14 4 0.000000 
11 14 5 0.000000 
11 14 6 0.000000 
11 14 7 1.000000 
11 14 8 0.000000 
11 15 0 0.000000 
11 15 1 0.000000 
11 15 2 0.000000 
11 15 3 0.000000 
11 15 4 0.000000 
11 15 5 0.000000 
11 15 6 0.000000 
11 15 7 0.000000 
11 15 8 1.000000 
11 16 0 0.000000 
11 16 1 0.000000 
11 16 2 0.000000 
11 16 3 0.000000 
11 16 4 0.000000 
11 16 5 0.000000 
11 16 6 0.000000 
11 16 7 0.000000 
11 16 8 1.000000 
11 17 0 0.000000 
11 17 1 0.000000 
11 17 2 0.000000 
11 17 3 0.000000 
11 17 4 0.000000 
11 17 5 0.000000 
11 17 6 0.000000 
11 17 7 0.000000 
11 17 8 1.000000 
11 18 0 0.000000 
11 18 1 0.000000 
11 18 2 0.000000 
11 18 3 0.000000 
11 18 4 0.000000 
11 18 5 0.000000 
11 18 6 0.000000 
11 18 7 0.000000 
11 18 8 1.000000 
11 19 0 0.000000 
11 19 1 0.000000 
11 19 2 0.000000 
11 19 3 0.000000 
11 19 4 0.000000 
11 19 5 0.000000 
11 19 6 0.000000 
11 19 7 1.000000 
11 19 8 0.000000 
11 20 0 0.000000 
11 20 1 0.000000 
11 20 2 0.000000 
11 20 3 0.000000 
11 20 4 0.000000 
11 20 5 0.000000 
11 20 6 0.000000 
11 20 7 1.000000 
11 20 8 0.000000 
11 21 0 0.000000 
11 21 1 0.000000 
11 21 2 0.000000 
11 21 3 0.000000 
11 21 4 0.000000 
11 21 5 0.000000 
11 21 6 1.000000 
11 21 7 0.000000 
11 21 8 0.000000 
11 22 0 0.000000 
11 22 1 0.000000 
11 22 2 0.000000 
11 22 3 0.000000 
11 22 4 0.000000 
11 22 5 0.000000 
11 22 6 1.000000 
11 22 7 0.000000 
11 22 8 0.000000 
11 23 0 0.000000 
11 23 1 0.000000 
11 23 2 0.000000 
11 23 3 0.000000 
11 23 4 0.000000 
11 23 5 0.000000 
11 23 6 1.000000 
11 23 7 0.000000 
11 23 8 0.000000 
12 0 0 0.000000 
12 0 1 0.000000 
12 0 2 0.000000 
12 0 3 0.000000 
12 0 4 0.000000 
12 0 5 1.000000 
12 0 6 0.000000 
12 0 7 0.000000 
12 0 8 0.000000 
12 1 0 0.000000 
12 1 1 0.000000 
12 1 2 0.000000 
12 1 3 0.000000 
12 1 4 0.000000 
12 1 5 1.000000 
12 1 6 0.000000 
12 1 7 0.000000 
12 1 8 0.000000 
12 2 0 0.000000 
12 2 1 0.000000 
12 2 2 0.000000 
12 2 3 0.000000 
12 2 4 0.000000 
12 2 5 1.000000 
12 2 6 0.000000 
12 2 7 0.000000 
12 2 8 0.000000 
12 3 0 0.000000 
12 3 1 0.000000 
12 3 2 0.000000 
12 3 3 0.000000 
12 3 4 0.000000 
12 3 5 1.000000 
12 3 6 0.000000 
12 3 7 0.000000 
12 3 8 0.000000 
12 4 0 0.000000 
12 4 1 0.000000 
12 4 2 0.000000 
12 4 3 0.000000 
12 4 4 0.000000 
12 4 5 1.000000 
12 4 6 0.000000 
12 4 7 0.000000 
12 4 8 0.000000 
12 5 0 0.000000 
12 5 1 0.000000 
12 5 2 0.000000 
12 5 3 0.000000 
12 5 4 0.000000 
12 5 5 1.000000 
12 5 6 0.000000 
12 5 7 0.000000 
12 5 8 0.000000 
12 6 0 0.000000 
12 6 1 0.000000 
12 6 2 0.000000 
12 6 3 0.000000 
12 6 4 0.000000 
12 6 5 1.000000 
12 6 6 0.000000 
12 6 7 0.000000 
12 6 8 0.000000 
12 7 0 0.000000 
12 7 1 0.000000 
12 7 2 0.000000 
12 7 3 0.000000 
12 7 4 0.000000 
12 7 5 1.000000 
12 7 6 0.000000 
12 7 7 0.000000 
12 7 8 0.000000 
12 8 0 0.000000 
12 8 1 0.000000 
12 8 2 0.000000 
12 8 3 0.000000 
12 8 4 0.000000 
12 8 5 1.000000 
12 8 6 0.000000 
12 8 7 0.000000 
12 8 8 0.000000 
12 9 0 0.000000 
12 9 1 0.000000 
12 9 2 0.000000 
12 9 3 0.000000 
12 9 4 0.000000 
12 9 5 1.000000 
12 9 6 0.000000 
12 9 7 0.000000 
12 9 8 0.000000 
12 10 0 0.000000 
12 10 1 0.000000 
12 10 2 0.000000 
12 10 3 0.000000 
12 10 4 0.000000 
12 10 5 1.000000 
12 10 6 0.000000 
12 10 7 0.000000 
12 10 8 0.000000 
12 11 0 0.000000 
12 11 1 0.000000 
12 11 2 0.000000 
12 11 3 0.000000 
12 11 4 0.000000 
12 11 5 0.000000 
12 11 6 1.000000 
12 11 7 0.000000 
12 11 8 0.000000 
12 12 0 0.000000 
12 12 1 0.000000 
12 12 2 0.000000 
12 12 3 0.000000 
12 12 4 0.000000 
12 12 5 0.000000 
12 12 6 0.000000 
12 12 7 1.000000 
12 12 8 0.000000 
12 13 0 0.000000 
12 13 1 0.000000 
12 13 2 0.000000 
12 13 3 0.000000 
12 13 4 0.000000 
12 13 5 0.000000 
12 13 6 0.000000 
12 13 7 0.000000 
12 13 8 1.000000 
12 14 0 0.000000 
12 14 1 0.000000 
12 14 2 0.000000 
12 14 3 0.000000 
12 14 4 0.000000 
12 14 5 0.000000 
12 14 6 0.000000 
12 14 7 0.000000 
12 14 8 1.000000 
12 15 0 0.000000 
12 15 1 0.000000 
12 15 2 0.000000 
12 15 3 0.000000 
12 15 4 0.000000 
12 15 5 0.000000 
12 15 6 0.000000 
12 15 7 0.000000 
12 15 8 1.000000 
12 16 0 0.000000 
12 16 1 0.000000 
12 16 2 0.000000 
12 16 3 0.000000 
12 16 4 0.000000 
12 16 5 0.000000 
12 16 6 0.000000 
12 16 7 0.000000 
12 16 8 1.000000 
12 17 0 0.000000 
12 17 1 0.000000 
12 17 2 0.000000 
12 17 3 0.000000 
12 17 4 0.000000 
12 17 5 0.000000 
12 17 6 0.000000 
12 17 7 0.000000 
12 17 8 1.000000 
12 18 0 0.000000 
12 18 1 0.000000 
12 18 2 0.000000 
12 18 3 0.000000 
12 18 4 0.000000 
12 18 5 0.000000 
12 18 6 0.000000 
12 18 7 0.000000 
12 18 8 1.000000 
12 19 0 0.000000 
12 19 1 0.000000 
12 19 2 0.000000 
12 19 3 0.000000 
12 19 4 0.000000 
12 19 5 0.000000 
12 19 6 0.000000 
12 19 7 0.000000 
12 19 8 1.000000 
12 20 0 0.000000 
12 20 1 0.000000 
12 20 2 0.000000 
12 20 3 0.000000 
12 20 4 0.000000 
12 20 5 0.000000 
12 20 6 0.000000 
12 20 7 1.000000 
12 20 8 0.000000 
12 21 0 0.000000 
12 21 1 0.000000 
12 21 2 0.000000 
12 21 3 0.000000 
12 21 4 0.000000 
12 21 5 0.000000 
12 21 6 1.000000 
12 21 7 0.000000 
12 21 8 0.000000 
12 22 0 0.000000 
12 22 1 0.000000 
12 22 2 0.000000 
12 22 3 0.000000 
12 22 4 0.000000 
12 22 5 0.000000 
12 22 6 1.000000 
12 22 7 0.000000 
12 22 8 0.000000 
12 23 0 0.000000 
12 23 1 0.000000 
12 23 2 0.000000 
12 23 3 0.000000 
12 23 4 0.000000 
12 23 5 0.000000 
12 23 6 1.000000 
12 23 7 0.000000 
12 23 8 0.000000 
13 0 0 0.000000 
13 0 1 0.000000 
13 0 2 0.000000 
13 0 3 0.000000 
13 0 4 0.000000 
13 0 5 1.000000 
13 0 6 0.000000 
13 0 7 0.000000 
13 0 8 0.000000 
13 1 0 0.000000 
13 1 1 0.000000 
13 1 2 0.000000 
13 1 3 0.000000 
13 1 4 0.000000 
13 1 5 1.000000 
13 1 6 0.000000 
13 1 7 0.000000 
13 1 8 0.000000 
13 2 0 0.000000 
13 2 1 0.000000 
13 2 2 0.000000 
13 2 3 0.000000 
13 2 4 0.000000 
